Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,
190,18-02-2020 12:00,02-15-2020 21:00,16-02-2020 08:46,Kanpur,273,VANDALISM,76,M,Knife,Other Crime,2,No,,
191,19-02-2020 03:00,02-16-2020 17:00,17-02-2020 04:57,Nagpur,270,FIREARM OFFENSE,41,F,Knife,Fire Accident,11,No,,
192,19-02-2020 04:00,02-18-2020 18:00,19-02-2020 17:49,Hyderabad,275,EXTORTION,56,M,Knife,Other Crime,10,No,,
193,19-02-2020 09:00,02-17-2020 08:00,17-02-2020 20:31,Nagpur,363,PUBLIC INTOXICATION,34,M,Knife,Other Crime,9,No,,
194,19-02-2020 13:00,02-18-2020 19:00,19-02-2020 01:40,Lucknow,240,ARSON,38,F,Knife,Fire Accident,4,No,,
195,19-02-2020 18:00,02-17-2020 09:00,17-02-2020 18:22,Mumbai,114,TRAFFIC VIOLATION,67,F,Knife,Traffic Fatality,11,No,,
196,19-02-2020 19:00,02-19-2020 09:00,19-02-2020 12:27,Hyderabad,457,EXTORTION,25,F,Knife,Other Crime,3,No,,
197,20-02-2020 03:00,02-17-2020 18:00,17-02-2020 23:09,Pune,116,FRAUD,62,F,Knife,Other Crime,2,No,,
198,20-02-2020 06:00,02-18-2020 20:00,19-02-2020 19:57,Mumbai,360,FIREARM OFFENSE,31,F,Knife,Fire Accident,4,No,,
199,20-02-2020 12:00,02-19-2020 14:00,19-02-2020 21:05,Visakhapatnam,561,CYBERCRIME,76,F,Knife,Other Crime,10,No,,
200,20-02-2020 14:00,02-19-2020 08:00,19-02-2020 23:27,Ahmedabad,460,PUBLIC INTOXICATION,64,M,Knife,Other Crime,14,No,,
201,20-02-2020 14:00,02-19-2020 07:00,19-02-2020 15:24,Kanpur,147,ILLEGAL POSSESSION,55,F,Knife,Other Crime,19,No,,
202,20-02-2020 16:00,02-17-2020 17:00,17-02-2020 23:59,Jaipur,548,DRUG OFFENSE,56,F,Knife,Other Crime,6,No,,
203,20-02-2020 18:00,02-19-2020 16:00,20-02-2020 07:50,Kanpur,579,KIDNAPPING,12,F,Knife,Other Crime,3,No,,
204,21-02-2020 04:00,02-18-2020 14:00,19-02-2020 01:07,Kolkata,548,ASSAULT,73,M,Knife,Violent Crime,16,No,,
205,21-02-2020 06:00,02-20-2020 15:00,20-02-2020 17:56,Patna,414,TRAFFIC VIOLATION,39,M,Knife,Traffic Fatality,10,No,,
206,21-02-2020 09:00,02-20-2020 04:00,20-02-2020 09:21,Pune,491,DOMESTIC VIOLENCE,64,M,Knife,Violent Crime,3,No,,
207,21-02-2020 11:00,02-20-2020 02:00,20-02-2020 09:50,Kolkata,386,VEHICLE - STOLEN,14,F,Knife,Violent Crime,8,No,,
208,21-02-2020 12:00,02-19-2020 21:00,20-02-2020 00:06,Pune,327,VANDALISM,64,F,Knife,Other Crime,16,No,,
209,21-02-2020 19:00,02-20-2020 06:00,20-02-2020 12:20,Ahmedabad,416,CYBERCRIME,41,M,Knife,Other Crime,1,No,,
210,22-02-2020 14:00,02-21-2020 15:00,21-02-2020 17:20,Surat,491,SHOPLIFTING,32,M,Knife,Other Crime,11,No,,
211,22-02-2020 14:00,02-21-2020 12:00,22-02-2020 03:00,Kolkata,453,DOMESTIC VIOLENCE,56,F,Knife,Violent Crime,11,No,,
212,22-02-2020 16:00,02-21-2020 02:00,21-02-2020 02:59,Vasai,565,EXTORTION,62,M,Knife,Other Crime,6,No,,
213,22-02-2020 18:00,02-20-2020 12:00,21-02-2020 03:17,Chennai,147,KIDNAPPING,73,F,Knife,Other Crime,17,No,,
214,23-02-2020 10:00,02-21-2020 01:00,21-02-2020 19:50,Mumbai,310,SHOPLIFTING,44,F,Knife,Other Crime,3,No,,
215,23-02-2020 14:00,02-21-2020 11:00,21-02-2020 19:40,Jaipur,395,IDENTITY THEFT,30,F,Knife,Violent Crime,12,No,,
216,23-02-2020 15:00,02-22-2020 18:00,23-02-2020 05:33,Delhi,256,KIDNAPPING,58,F,Knife,Other Crime,5,No,,
217,23-02-2020 19:00,02-21-2020 19:00,22-02-2020 00:56,Delhi,573,ARSON,14,M,Knife,Fire Accident,7,No,,
218,23-02-2020 23:00,02-23-2020 17:00,23-02-2020 20:09,Jaipur,270,SHOPLIFTING,51,F,Knife,Other Crime,2,No,,
219,24-02-2020 00:00,02-23-2020 06:00,23-02-2020 16:21,Nashik,296,KIDNAPPING,20,M,Knife,Other Crime,12,No,,
220,24-02-2020 16:00,02-24-2020 12:00,24-02-2020 16:24,Pune,253,SHOPLIFTING,71,F,Knife,Other Crime,9,No,,
221,24-02-2020 21:00,02-24-2020 06:00,25-02-2020 05:45,Surat,539,COUNTERFEITING,76,M,Knife,Other Crime,4,No,,
222,25-02-2020 08:00,02-23-2020 03:00,23-02-2020 14:24,Kanpur,520,VEHICLE - STOLEN,59,F,Knife,Violent Crime,9,No,,
223,25-02-2020 12:00,02-24-2020 14:00,24-02-2020 23:48,Mumbai,503,FIREARM OFFENSE,55,F,Knife,Fire Accident,10,No,,
224,26-02-2020 08:00,02-26-2020 01:00,26-02-2020 18:16,Lucknow,521,KIDNAPPING,52,F,Knife,Other Crime,9,No,,
225,26-02-2020 09:00,02-24-2020 21:00,24-02-2020 23:06,Bangalore,101,CYBERCRIME,31,F,Knife,Other Crime,16,No,,
226,26-02-2020 09:00,02-24-2020 17:00,25-02-2020 00:30,Mumbai,564,FIREARM OFFENSE,22,M,Knife,Fire Accident,5,No,,
227,26-02-2020 16:00,02-25-2020 22:00,26-02-2020 11:51,Visakhapatnam,537,ROBBERY,21,F,Knife,Violent Crime,17,No,,
228,26-02-2020 16:00,02-25-2020 08:00,26-02-2020 06:07,Pune,181,TRAFFIC VIOLATION,54,M,Knife,Traffic Fatality,16,No,,
229,26-02-2020 19:00,02-23-2020 21:00,24-02-2020 13:27,Faridabad,125,FIREARM OFFENSE,51,F,Knife,Fire Accident,5,No,,
230,26-02-2020 20:00,02-26-2020 18:00,27-02-2020 02:58,Jaipur,186,SHOPLIFTING,29,F,Knife,Other Crime,12,No,,
231,26-02-2020 20:00,02-24-2020 07:00,24-02-2020 14:45,Pune,194,COUNTERFEITING,35,F,Knife,Other Crime,8,No,,
232,26-02-2020 22:00,02-25-2020 17:00,26-02-2020 07:40,Meerut,167,DRUG OFFENSE,53,F,Knife,Other Crime,8,No,,
233,26-02-2020 23:00,02-25-2020 12:00,26-02-2020 07:50,Delhi,107,EXTORTION,28,F,Knife,Other Crime,13,No,,
234,26-02-2020 23:00,02-24-2020 18:00,25-02-2020 15:30,Hyderabad,342,COUNTERFEITING,13,M,Knife,Other Crime,15,No,,
235,26-02-2020 23:00,02-26-2020 04:00,26-02-2020 09:48,Ahmedabad,162,PUBLIC INTOXICATION,20,F,Knife,Other Crime,19,No,,
236,27-02-2020 01:00,02-27-2020 00:00,27-02-2020 18:21,Hyderabad,243,ILLEGAL POSSESSION,53,F,Knife,Other Crime,7,No,,
237,27-02-2020 07:00,02-25-2020 05:00,25-02-2020 06:15,Faridabad,450,COUNTERFEITING,19,F,Knife,Other Crime,6,No,,
238,27-02-2020 07:00,02-25-2020 21:00,26-02-2020 16:52,Lucknow,509,SHOPLIFTING,46,F,Knife,Other Crime,10,No,,
239,28-02-2020 20:00,02-28-2020 13:00,29-02-2020 10:19,Mumbai,188,CYBERCRIME,21,F,Knife,Other Crime,1,No,,
240,28-02-2020 21:00,02-26-2020 12:00,27-02-2020 11:26,Delhi,167,PUBLIC INTOXICATION,26,F,Knife,Other Crime,4,No,,
241,29-02-2020 16:00,02-29-2020 09:00,01-03-2020 03:35,Kanpur,274,EXTORTION,23,F,Knife,Other Crime,19,No,,
242,29-02-2020 18:00,02-29-2020 10:00,01-03-2020 03:28,Bangalore,150,SHOPLIFTING,72,F,Knife,Other Crime,9,No,,
243,29-02-2020 21:00,02-29-2020 02:00,29-02-2020 12:05,Kanpur,437,ROBBERY,47,M,Knife,Violent Crime,14,No,,
244,01-03-2020 00:00,02-29-2020 01:00,01-03-2020 00:10,Pune,124,VEHICLE - STOLEN,43,F,Knife,Violent Crime,11,No,,
245,01-03-2020 01:00,02-28-2020 11:00,28-02-2020 12:41,Pune,306,EXTORTION,61,F,Knife,Other Crime,13,No,,
246,01-03-2020 05:00,03-01-2020 03:00,02-03-2020 01:03,Patna,441,TRAFFIC VIOLATION,77,M,Knife,Traffic Fatality,18,No,,
247,01-03-2020 11:00,02-28-2020 19:00,28-02-2020 19:18,Thane,562,TRAFFIC VIOLATION,19,F,Knife,Traffic Fatality,3,No,,
248,01-03-2020 17:00,02-29-2020 07:00,01-03-2020 03:47,Rajkot,231,ILLEGAL POSSESSION,55,M,Knife,Other Crime,4,No,,
249,01-03-2020 23:00,03-01-2020 08:00,02-03-2020 04:36,Srinagar,564,ASSAULT,53,M,Knife,Violent Crime,4,No,,
250,02-03-2020 05:00,03-01-2020 02:00,01-03-2020 05:07,Mumbai,468,KIDNAPPING,15,F,Knife,Other Crime,3,No,,
251,02-03-2020 07:00,02-29-2020 08:00,29-02-2020 18:12,Hyderabad,169,IDENTITY THEFT,27,M,Knife,Violent Crime,8,No,,
252,02-03-2020 08:00,02-28-2020 23:00,29-02-2020 05:17,Bangalore,133,FIREARM OFFENSE,36,M,Knife,Fire Accident,15,No,,
253,02-03-2020 15:00,02-29-2020 20:00,01-03-2020 04:27,Mumbai,491,VEHICLE - STOLEN,38,F,Knife,Violent Crime,3,No,,
254,03-03-2020 03:00,03-01-2020 10:00,02-03-2020 03:40,Hyderabad,147,HOMICIDE,27,F,Knife,Other Crime,2,No,,
255,03-03-2020 05:00,03-02-2020 21:00,03-03-2020 00:18,Hyderabad,284,FRAUD,29,F,Knife,Other Crime,7,No,,
256,03-03-2020 16:00,03-01-2020 04:00,01-03-2020 06:20,Delhi,586,ROBBERY,19,F,Knife,Violent Crime,4,No,,
257,04-03-2020 00:00,03-02-2020 06:00,02-03-2020 12:56,Varanasi,357,KIDNAPPING,45,F,Knife,Other Crime,14,No,,
258,04-03-2020 13:00,03-03-2020 18:00,04-03-2020 09:43,Delhi,218,VEHICLE - STOLEN,56,F,Knife,Violent Crime,11,No,,
259,04-03-2020 18:00,03-04-2020 05:00,04-03-2020 10:18,Kolkata,347,VANDALISM,79,F,Knife,Other Crime,6,No,,
260,04-03-2020 20:00,03-02-2020 23:00,03-03-2020 20:57,Jaipur,578,PUBLIC INTOXICATION,73,F,Knife,Other Crime,2,No,,
261,04-03-2020 21:00,03-02-2020 11:00,03-03-2020 03:52,Delhi,526,ASSAULT,16,F,Knife,Violent Crime,18,No,,
262,05-03-2020 03:00,03-03-2020 05:00,03-03-2020 16:17,Thane,174,ARSON,55,F,Knife,Fire Accident,6,No,,
263,05-03-2020 07:00,03-04-2020 19:00,05-03-2020 12:54,Mumbai,532,BURGLARY,60,F,Knife,Other Crime,10,No,,
264,05-03-2020 22:00,03-05-2020 04:00,05-03-2020 22:48,Pune,186,ROBBERY,72,F,Knife,Violent Crime,6,No,,
265,06-03-2020 02:00,03-05-2020 00:00,05-03-2020 00:30,Kanpur,273,COUNTERFEITING,70,F,Knife,Other Crime,17,No,,
266,06-03-2020 14:00,03-05-2020 07:00,05-03-2020 12:54,Kolkata,433,PUBLIC INTOXICATION,25,F,Knife,Other Crime,12,No,,
267,06-03-2020 16:00,03-04-2020 23:00,05-03-2020 08:45,Kolkata,279,ROBBERY,51,F,Knife,Violent Crime,11,No,,
268,06-03-2020 17:00,03-05-2020 20:00,06-03-2020 10:15,Delhi,281,ASSAULT,64,M,Knife,Violent Crime,8,No,,
269,06-03-2020 21:00,03-06-2020 05:00,06-03-2020 18:47,Surat,122,BURGLARY,19,F,Knife,Other Crime,10,No,,
270,07-03-2020 07:00,03-06-2020 07:00,06-03-2020 23:18,Bangalore,405,SEXUAL ASSAULT,54,M,Knife,Violent Crime,12,No,,
271,07-03-2020 13:00,03-05-2020 22:00,06-03-2020 21:56,Chennai,327,COUNTERFEITING,19,F,Knife,Other Crime,8,No,,
272,07-03-2020 16:00,03-07-2020 02:00,07-03-2020 12:31,Mumbai,202,VEHICLE - STOLEN,28,F,Knife,Violent Crime,17,No,,
273,07-03-2020 21:00,03-06-2020 11:00,06-03-2020 23:23,Chennai,126,COUNTERFEITING,33,F,Knife,Other Crime,15,No,,
274,07-03-2020 22:00,03-06-2020 12:00,06-03-2020 15:01,Ahmedabad,146,HOMICIDE,22,M,Knife,Other Crime,15,No,,
275,08-03-2020 15:00,03-07-2020 03:00,08-03-2020 00:06,Delhi,384,CYBERCRIME,66,F,Knife,Other Crime,19,No,,
276,09-03-2020 15:00,03-08-2020 14:00,08-03-2020 17:02,Nashik,485,IDENTITY THEFT,50,F,Knife,Violent Crime,10,No,,
277,09-03-2020 16:00,03-08-2020 19:00,09-03-2020 07:38,Mumbai,372,ILLEGAL POSSESSION,15,M,Knife,Other Crime,15,No,,
278,10-03-2020 03:00,03-08-2020 06:00,08-03-2020 21:40,Chennai,277,FRAUD,61,M,Knife,Other Crime,13,No,,
279,10-03-2020 15:00,03-10-2020 07:00,11-03-2020 04:37,Mumbai,330,KIDNAPPING,26,F,Knife,Other Crime,8,No,,
280,10-03-2020 17:00,03-10-2020 05:00,11-03-2020 04:38,Delhi,585,SHOPLIFTING,25,M,Knife,Other Crime,2,No,,
281,11-03-2020 05:00,03-11-2020 00:00,11-03-2020 18:22,Jaipur,267,ARSON,35,F,Knife,Fire Accident,2,No,,
282,11-03-2020 06:00,03-08-2020 16:00,09-03-2020 06:29,Mumbai,400,TRAFFIC VIOLATION,30,M,Knife,Traffic Fatality,6,No,,
283,11-03-2020 06:00,03-08-2020 09:00,08-03-2020 11:05,Delhi,155,ASSAULT,45,F,Knife,Violent Crime,7,No,,
284,11-03-2020 09:00,03-09-2020 05:00,09-03-2020 20:13,Delhi,374,IDENTITY THEFT,76,F,Knife,Violent Crime,15,No,,
285,11-03-2020 13:00,03-09-2020 22:00,09-03-2020 23:32,Chennai,461,ASSAULT,73,F,Knife,Violent Crime,6,No,,
286,11-03-2020 14:00,03-10-2020 03:00,11-03-2020 02:28,Mumbai,112,TRAFFIC VIOLATION,38,F,Knife,Traffic Fatality,10,No,,
287,11-03-2020 16:00,03-11-2020 11:00,11-03-2020 18:39,Pune,357,BURGLARY,34,F,Knife,Other Crime,12,No,,
288,12-03-2020 09:00,03-11-2020 14:00,12-03-2020 00:18,Kolkata,408,VANDALISM,48,M,Knife,Other Crime,7,No,,
289,12-03-2020 15:00,03-11-2020 10:00,11-03-2020 23:54,Delhi,147,VANDALISM,33,F,Knife,Other Crime,15,No,,
290,12-03-2020 19:00,03-11-2020 08:00,11-03-2020 12:29,Vasai,213,VANDALISM,47,F,Knife,Other Crime,17,No,,
291,13-03-2020 02:00,03-11-2020 21:00,12-03-2020 18:10,Hyderabad,596,BURGLARY,50,F,Knife,Other Crime,17,No,,
292,13-03-2020 21:00,03-13-2020 08:00,13-03-2020 17:19,Surat,181,FIREARM OFFENSE,23,F,Knife,Fire Accident,16,No,,
293,14-03-2020 00:00,03-13-2020 01:00,13-03-2020 09:30,Ahmedabad,116,FRAUD,71,M,Knife,Other Crime,6,No,,
294,14-03-2020 07:00,03-13-2020 10:00,13-03-2020 21:40,Mumbai,120,DOMESTIC VIOLENCE,73,F,Knife,Violent Crime,9,No,,
295,14-03-2020 12:00,03-14-2020 04:00,14-03-2020 15:55,Bangalore,421,HOMICIDE,79,M,Knife,Other Crime,9,No,,
296,14-03-2020 15:00,03-11-2020 19:00,11-03-2020 21:59,Lucknow,414,IDENTITY THEFT,46,M,Knife,Violent Crime,5,No,,
297,14-03-2020 17:00,03-13-2020 00:00,13-03-2020 19:32,Hyderabad,188,SHOPLIFTING,69,F,Knife,Other Crime,6,No,,
298,15-03-2020 08:00,03-13-2020 21:00,14-03-2020 19:18,Vasai,185,KIDNAPPING,42,M,Knife,Other Crime,14,No,,
299,15-03-2020 10:00,03-14-2020 21:00,15-03-2020 19:26,Mumbai,474,DRUG OFFENSE,29,M,Knife,Other Crime,6,No,,
300,15-03-2020 13:00,03-13-2020 05:00,13-03-2020 08:02,Mumbai,398,TRAFFIC VIOLATION,49,F,Knife,Traffic Fatality,5,No,,
301,15-03-2020 19:00,03-12-2020 21:00,13-03-2020 02:28,Hyderabad,506,DRUG OFFENSE,21,M,Knife,Other Crime,6,No,,
302,15-03-2020 23:00,03-14-2020 01:00,14-03-2020 14:11,Delhi,569,ILLEGAL POSSESSION,53,F,Knife,Other Crime,12,No,,
303,16-03-2020 07:00,03-15-2020 09:00,15-03-2020 09:26,Chennai,219,FRAUD,18,F,Knife,Other Crime,10,No,,
304,16-03-2020 14:00,03-15-2020 14:00,16-03-2020 08:54,Delhi,319,KIDNAPPING,13,F,Knife,Other Crime,1,No,,
305,16-03-2020 15:00,03-16-2020 06:00,16-03-2020 07:01,Mumbai,554,ROBBERY,67,F,Knife,Violent Crime,13,No,,
306,16-03-2020 17:00,03-15-2020 00:00,15-03-2020 21:09,Pune,275,VANDALISM,34,F,Knife,Other Crime,18,No,,
307,16-03-2020 17:00,03-13-2020 18:00,13-03-2020 19:36,Delhi,153,ROBBERY,25,F,Knife,Violent Crime,11,No,,
308,16-03-2020 20:00,03-16-2020 00:00,16-03-2020 04:17,Bangalore,449,SHOPLIFTING,12,M,Knife,Other Crime,18,No,,
309,17-03-2020 05:00,03-16-2020 10:00,16-03-2020 16:11,Bangalore,392,COUNTERFEITING,21,F,Knife,Other Crime,17,No,,
310,17-03-2020 13:00,03-16-2020 20:00,17-03-2020 01:19,Surat,475,EXTORTION,21,M,Knife,Other Crime,16,No,,
311,17-03-2020 14:00,03-16-2020 14:00,17-03-2020 06:57,Hyderabad,143,ILLEGAL POSSESSION,19,M,Knife,Other Crime,17,No,,
312,17-03-2020 15:00,03-15-2020 02:00,15-03-2020 21:49,Pune,100,ILLEGAL POSSESSION,53,F,Knife,Other Crime,12,No,,
313,17-03-2020 19:00,03-15-2020 13:00,15-03-2020 16:09,Bangalore,163,ARSON,76,F,Knife,Fire Accident,7,No,,
314,18-03-2020 05:00,03-18-2020 00:00,18-03-2020 00:58,Agra,470,BURGLARY,44,M,Knife,Other Crime,18,No,,
315,18-03-2020 05:00,03-16-2020 04:00,16-03-2020 08:24,Delhi,414,FRAUD,47,M,Knife,Other Crime,18,No,,
316,18-03-2020 07:00,03-16-2020 11:00,16-03-2020 17:02,Ahmedabad,462,BURGLARY,33,F,Knife,Other Crime,12,No,,
317,18-03-2020 12:00,03-15-2020 21:00,16-03-2020 02:11,Agra,274,TRAFFIC VIOLATION,71,F,Knife,Traffic Fatality,4,No,,
318,18-03-2020 16:00,03-16-2020 08:00,16-03-2020 15:01,Mumbai,122,PUBLIC INTOXICATION,38,F,Knife,Other Crime,11,No,,
319,18-03-2020 21:00,03-16-2020 19:00,17-03-2020 18:33,Ahmedabad,414,DOMESTIC VIOLENCE,53,F,Knife,Violent Crime,4,No,,
320,18-03-2020 23:00,03-18-2020 16:00,19-03-2020 04:59,Mumbai,289,DOMESTIC VIOLENCE,54,F,Knife,Violent Crime,3,No,,
321,18-03-2020 23:00,03-17-2020 10:00,18-03-2020 01:18,Kolkata,308,VEHICLE - STOLEN,15,M,Knife,Violent Crime,8,No,,
322,19-03-2020 07:00,03-17-2020 09:00,17-03-2020 18:32,Lucknow,184,KIDNAPPING,62,F,Knife,Other Crime,7,No,,
323,19-03-2020 10:00,03-19-2020 02:00,19-03-2020 20:16,Kolkata,232,VANDALISM,69,F,Knife,Other Crime,5,No,,
324,19-03-2020 13:00,03-18-2020 22:00,19-03-2020 08:45,Kolkata,366,PUBLIC INTOXICATION,11,M,Knife,Other Crime,12,No,,
325,19-03-2020 15:00,03-18-2020 09:00,18-03-2020 16:42,Ludhiana,552,FRAUD,30,F,Knife,Other Crime,19,No,,
326,20-03-2020 08:00,03-20-2020 07:00,20-03-2020 22:34,Pune,249,FIREARM OFFENSE,31,M,Knife,Fire Accident,2,No,,
327,20-03-2020 09:00,03-17-2020 12:00,18-03-2020 01:37,Delhi,115,CYBERCRIME,26,M,Knife,Other Crime,2,No,,
328,20-03-2020 11:00,03-18-2020 03:00,18-03-2020 10:55,Delhi,555,BURGLARY,58,F,Knife,Other Crime,18,No,,
329,20-03-2020 16:00,03-18-2020 13:00,18-03-2020 13:00,Delhi,383,IDENTITY THEFT,43,F,Knife,Violent Crime,9,No,,
330,21-03-2020 13:00,03-19-2020 01:00,19-03-2020 09:34,Pune,277,PUBLIC INTOXICATION,63,F,Knife,Other Crime,1,No,,
331,21-03-2020 16:00,03-21-2020 09:00,22-03-2020 07:28,Delhi,445,DOMESTIC VIOLENCE,21,F,Knife,Violent Crime,15,No,,
332,21-03-2020 19:00,03-19-2020 15:00,19-03-2020 20:56,Nashik,430,ASSAULT,46,F,Knife,Violent Crime,16,No,,
333,21-03-2020 20:00,03-19-2020 08:00,19-03-2020 12:16,Delhi,247,DRUG OFFENSE,57,F,Knife,Other Crime,15,No,,
334,21-03-2020 20:00,03-19-2020 16:00,20-03-2020 08:09,Pune,452,ROBBERY,48,F,Knife,Violent Crime,10,No,,
335,22-03-2020 15:00,03-22-2020 05:00,23-03-2020 00:53,Pune,499,SHOPLIFTING,78,F,Knife,Other Crime,11,No,,
336,22-03-2020 19:00,03-20-2020 09:00,20-03-2020 18:08,Pune,421,ILLEGAL POSSESSION,56,M,Knife,Other Crime,9,No,,
337,22-03-2020 19:00,03-20-2020 06:00,21-03-2020 03:48,Ahmedabad,476,KIDNAPPING,65,F,Knife,Other Crime,10,No,,
338,22-03-2020 19:00,03-22-2020 15:00,22-03-2020 18:38,Jaipur,396,TRAFFIC VIOLATION,26,F,Knife,Traffic Fatality,2,No,,
339,23-03-2020 00:00,03-20-2020 15:00,21-03-2020 11:44,Agra,162,EXTORTION,65,F,Knife,Other Crime,2,No,,
340,23-03-2020 13:00,03-22-2020 16:00,23-03-2020 00:02,Delhi,549,ROBBERY,61,F,Knife,Violent Crime,1,No,,
341,23-03-2020 16:00,03-22-2020 21:00,23-03-2020 15:28,Mumbai,196,PUBLIC INTOXICATION,75,F,Knife,Other Crime,8,No,,
342,24-03-2020 01:00,03-23-2020 05:00,23-03-2020 05:15,Mumbai,543,FRAUD,79,M,Knife,Other Crime,12,No,,
343,24-03-2020 08:00,03-21-2020 14:00,22-03-2020 02:29,Hyderabad,402,VANDALISM,43,F,Knife,Other Crime,10,No,,
344,25-03-2020 04:00,03-23-2020 12:00,24-03-2020 07:44,Delhi,294,SEXUAL ASSAULT,68,M,Knife,Violent Crime,6,No,,
345,25-03-2020 13:00,03-24-2020 01:00,24-03-2020 15:53,Jaipur,280,IDENTITY THEFT,20,M,Knife,Violent Crime,7,No,,
346,25-03-2020 13:00,03-22-2020 17:00,22-03-2020 21:22,Surat,545,DRUG OFFENSE,79,M,Knife,Other Crime,8,No,,
347,25-03-2020 17:00,03-23-2020 23:00,24-03-2020 17:15,Pune,321,PUBLIC INTOXICATION,33,F,Knife,Other Crime,6,No,,
348,25-03-2020 21:00,03-23-2020 09:00,23-03-2020 17:29,Chennai,192,ROBBERY,63,F,Knife,Violent Crime,5,No,,
349,26-03-2020 16:00,03-25-2020 20:00,26-03-2020 07:43,Jaipur,224,IDENTITY THEFT,43,M,Knife,Violent Crime,1,No,,
350,26-03-2020 22:00,03-25-2020 17:00,26-03-2020 16:09,Kolkata,194,SEXUAL ASSAULT,26,F,Knife,Violent Crime,8,No,,
351,27-03-2020 05:00,03-26-2020 00:00,26-03-2020 21:52,Vasai,274,KIDNAPPING,33,F,Knife,Other Crime,3,No,,
352,27-03-2020 13:00,03-25-2020 18:00,25-03-2020 18:29,Thane,447,KIDNAPPING,14,F,Knife,Other Crime,1,No,,
353,27-03-2020 15:00,03-27-2020 07:00,27-03-2020 11:22,Surat,113,VANDALISM,12,M,Knife,Other Crime,11,No,,
354,27-03-2020 23:00,03-25-2020 12:00,26-03-2020 03:29,Bangalore,587,DRUG OFFENSE,77,F,Knife,Other Crime,14,No,,
355,28-03-2020 00:00,03-27-2020 02:00,27-03-2020 15:31,Jaipur,297,DRUG OFFENSE,76,F,Knife,Other Crime,19,No,,
356,28-03-2020 02:00,03-25-2020 08:00,25-03-2020 23:04,Delhi,176,SHOPLIFTING,19,F,Knife,Other Crime,11,No,,
357,28-03-2020 03:00,03-26-2020 15:00,26-03-2020 15:38,Ahmedabad,131,TRAFFIC VIOLATION,68,F,Knife,Traffic Fatality,8,No,,
358,28-03-2020 07:00,03-26-2020 09:00,26-03-2020 14:44,Chennai,522,PUBLIC INTOXICATION,35,F,Knife,Other Crime,16,No,,
359,28-03-2020 20:00,03-28-2020 08:00,28-03-2020 12:54,Delhi,224,HOMICIDE,66,F,Knife,Other Crime,15,No,,
360,29-03-2020 01:00,03-26-2020 17:00,27-03-2020 09:40,Pune,544,SEXUAL ASSAULT,53,F,Knife,Violent Crime,10,No,,
361,29-03-2020 01:00,03-27-2020 17:00,27-03-2020 19:21,Chennai,139,ROBBERY,11,M,Knife,Violent Crime,9,No,,
362,29-03-2020 07:00,03-27-2020 18:00,28-03-2020 14:07,Pune,382,FIREARM OFFENSE,40,F,Knife,Fire Accident,6,No,,
363,29-03-2020 23:00,03-28-2020 15:00,29-03-2020 01:39,Jaipur,310,VANDALISM,35,M,Knife,Other Crime,15,No,,
364,30-03-2020 22:00,03-30-2020 13:00,31-03-2020 03:19,Delhi,330,ROBBERY,65,F,Knife,Violent Crime,5,No,,
365,31-03-2020 01:00,03-28-2020 22:00,28-03-2020 23:15,Delhi,114,ILLEGAL POSSESSION,53,M,Knife,Other Crime,16,No,,
366,31-03-2020 04:00,03-29-2020 08:00,29-03-2020 14:31,Mumbai,171,ASSAULT,30,F,Knife,Violent Crime,7,No,,
367,31-03-2020 06:00,03-30-2020 15:00,30-03-2020 23:52,Kolkata,397,ROBBERY,23,F,Knife,Violent Crime,1,No,,
368,31-03-2020 08:00,03-29-2020 15:00,30-03-2020 08:16,Delhi,306,DRUG OFFENSE,20,F,Knife,Other Crime,9,No,,
369,31-03-2020 10:00,03-30-2020 19:00,31-03-2020 00:10,Agra,522,IDENTITY THEFT,27,F,Knife,Violent Crime,8,No,,
370,31-03-2020 13:00,03-29-2020 13:00,30-03-2020 05:59,Kolkata,433,FIREARM OFFENSE,18,F,Knife,Fire Accident,14,No,,
371,01-04-2020 17:00,04-01-2020 01:00,01-04-2020 20:48,Kanpur,530,FRAUD,34,F,Knife,Other Crime,4,No,,
372,01-04-2020 18:00,03-31-2020 21:00,01-04-2020 20:44,Bangalore,344,VANDALISM,46,F,Knife,Other Crime,10,No,,
373,01-04-2020 22:00,03-30-2020 08:00,31-03-2020 06:21,Agra,314,COUNTERFEITING,20,F,Knife,Other Crime,10,No,,
374,02-04-2020 00:00,03-31-2020 14:00,01-04-2020 10:09,Delhi,118,SEXUAL ASSAULT,77,M,Knife,Violent Crime,3,No,,
375,02-04-2020 15:00,03-31-2020 03:00,31-03-2020 12:17,Kalyan,375,SHOPLIFTING,50,F,Knife,Other Crime,9,No,,
376,02-04-2020 18:00,04-01-2020 04:00,01-04-2020 14:03,Bangalore,182,KIDNAPPING,41,F,Knife,Other Crime,17,No,,
377,03-04-2020 04:00,03-31-2020 13:00,01-04-2020 09:53,Hyderabad,531,COUNTERFEITING,71,M,Knife,Other Crime,11,No,,
378,03-04-2020 04:00,04-02-2020 15:00,03-04-2020 09:12,Chennai,397,HOMICIDE,30,F,Knife,Other Crime,10,No,,
379,03-04-2020 06:00,04-01-2020 11:00,02-04-2020 00:46,Pune,458,FRAUD,48,F,Knife,Other Crime,18,No,,
